
name                       x64-windows x64-uwp arm64-windows x64-osx x64-linux
portmidi                   Pass        Fail    Fail          Fail    Fail     
pqp                        Pass        Fail    Pass          Pass    Pass     
proj                       Pass        Pass    Pass          Skip    Skip     
proj4                      Pass        Pass    Pass          Fail    Fail     
protobuf                   Pass        Fail    Fail          Pass    Pass     
ptex                       Pass        Fail    Pass          Pass    Fail     
pthreads                   Pass        Fail    Fail          Pass    Pass     
pugixml                    Pass        Pass    Pass          Pass    Pass     
pybind11                   Pass        Skip    Skip          Skip    Skip     
pystring                   Pass        Pass    Fail          Pass    Pass     
python3                    Pass        Fail    Fail          Fail    Fail     
qca                        Pass        Skip    Skip          Skip    Skip     
qhull                      Pass        Pass    Pass          Fail    Fail     
qpid-proton                Pass        Fail    Skip          Fail    Fail     
qscintilla                 Pass        Skip    Skip          Skip    Skip     
qt5                        Skip        Skip    Skip          Skip    Skip     
qt5-3d                     Pass        Skip    Skip          Skip    Skip     
qt5-base                   Pass        Skip    Skip          Skip    Skip     
qt5-charts                 Pass        Skip    Skip          Skip    Skip     
qt5-datavis3d              Pass        Skip    Skip          Skip    Skip     
qt5-declarative            Pass        Skip    Skip          Skip    Skip     
qt5-gamepad                Pass        Skip    Skip          Skip    Skip     
qt5-graphicaleffects       Pass        Skip    Skip          Skip    Skip     
qt5-imageformats           Pass        Skip    Skip          Skip    Skip     
qt5-modularscripts         Pass        Pass    Pass          Pass    Pass     
qt5-multimedia             Pass        Skip    Skip          Skip    Skip     
qt5-networkauth            Pass        Skip    Skip          Skip    Skip     
qt5-quickcontrols          Pass        Skip    Skip          Skip    Skip     
qt5-quickcontrols2         Fail        Skip    Skip          Skip    Skip     
qt5-scxml                  Pass        Skip    Skip          Skip    Skip     
qt5-serialport             Pass        Skip    Skip          Skip    Skip     
qt5-speech                 Pass        Skip    Skip          Skip    Skip     
qt5-svg                    Pass        Skip    Skip          Skip    Skip     
qt5-tools                  Pass        Skip    Skip          Skip    Skip     
qt5-virtualkeyboard        Pass        Skip    Skip          Skip    Skip     
qt5-websockets             Pass        Skip    Skip          Skip    Skip     
qt5-winextras              Pass        Skip    Skip          Skip    Skip     
qt5-xmlpatterns            Pass        Skip    Skip          Skip    Skip     
quirc                      Pass        Pass    Fail          Pass    Fail     
qwt                        Pass        Skip    Skip          Skip    Skip     
ragel                      Pass        Fail    Pass          Pass    Pass     
range-v3                   Pass        Pass    Pass          Pass    Pass     
rapidjson                  Pass        Pass    Pass          Pass    Pass     
rapidxml                   Pass        Pass    Pass          Pass    Pass     
re2                        Pass        Pass    Fail          Pass    Pass     
readosm                    Pass        Skip    Pass          Fail    Fail     
realsense2                 Pass        Fail    Fail          Fail    Fail     
recast                     Fail        Fail    Fail          Pass    Pass     
redshell                   Pass        Fail    Fail          Pass    Pass     
refprop-headers            Pass        Pass    Pass          Pass    Pass     
rhash                      Pass        Fail    Fail          Pass    Pass     
rocksdb                    Pass        Fail    Pass          Pass    Fail     
rpclib                     Pass        Fail    Fail          Fail    Pass     
rs-core-lib                Pass        Pass    Pass          Pass    Fail     
rtmidi                     Pass        Fail    Pass          Pass    Pass     
rttr                       Pass        Fail    Fail          Fail    Fail     
rxcpp                      Pass        Pass    Pass          Pass    Pass     
scintilla                  Pass        Fail    Fail          Fail    Fail     
sciter                     Pass        Fail    Fail          Pass    Pass     
sdl2                       Pass        Fail    Fail          Pass    Pass     
sdl2-gfx                   Pass        Skip    Skip          Fail    Fail     
sdl2-image                 Pass        Skip    Skip          Pass    Pass     
sdl2-mixer                 Pass        Skip    Skip          Skip    Skip     
sdl2-net                   Pass        Skip    Skip          Fail    Fail     
sdl2-ttf                   Pass        Skip    Skip          Pass    Fail     
secp256k1                  Pass        Pass    Pass          Fail    Fail     
sery                       Pass        Pass    Pass          Pass    Pass     
sfgui                      Pass        Skip    Skip          Skip    Skip     
sfml                       Pass        Skip    Skip          Skip    Skip     
shaderc                    Pass        Skip    Pass          Skip    Skip     
shapelib                   Pass        Fail    Pass          Fail    Fail     
shogun                     Fail        Skip    Skip          Skip    Skip     
signalrclient              Fail        Fail    Skip          Skip    Skip     
smpeg2                     Pass        Skip    Skip          Pass    Pass     
snappy                     Pass        Pass    Fail          Pass    Pass     
sobjectizer                Pass        Pass    Pass          Pass    Pass     
soci                       Pass        Fail    Pass          Pass    Pass     
sol                        Pass        Pass    Pass          Pass    Pass     
sophus                     Pass        Skip    Pass          Skip    Skip     
soundtouch                 Pass        Fail    Fail          Skip    Skip     
spatialite-tools           Pass        Skip    Pass          Skip    Skip     
spdlog                     Pass        Pass    Pass          Pass    Pass     
speex                      Pass        Pass    Pass          Fail    Fail     
speexdsp                   Pass        Pass    Pass          Fail    Fail     
spirit-po                  Pass        Pass    Skip          Pass    Pass     
spirv-tools                Pass        Fail    Pass          Fail    Fail     
sqlite-modern-cpp          Pass        Pass    Pass          Pass    Pass     
sqlite3                    Pass        Pass    Pass          Pass    Pass     
sqlitecpp                  Pass        Pass    Pass          Pass    Pass     
stb                        Pass        Pass    Pass          Pass    Pass     
string-theory              Pass        Fail    Pass          Pass    Pass     
strtk                      Pass        Pass    Skip          Pass    Pass     
suitesparse                Pass        Skip    Skip          Skip    Skip     
sundials                   Pass        Pass    Pass          Pass    Pass     
szip                       Pass        Pass    Pass          Pass    Pass     
tacopie                    Pass        Pass    Pass          Pass    Pass     
taglib                     Pass        Pass    Pass          Pass    Pass     
tap-windows6               Pass        Pass    Pass          Pass    Pass     
tbb                        Pass        Fail    Fail          Fail    Fail     
tclap                      Pass        Pass    Pass          Pass    Pass     
telnetpp                   Pass        Fail    Skip          Pass    Pass     
tesseract                  Fail        Skip    Skip          Skip    Skip     
theia                      Fail        Skip    Skip          Skip    Skip     
think-cell-range           Pass        Pass    Skip          Pass    Pass     
thor                       Pass        Skip    Skip          Skip    Skip     
thrift                     Pass        Skip    Skip          Skip    Skip     
tidy-html5                 Pass        Fail    Fail          Fail    Fail     
tiff                       Pass        Pass    Pass          Pass    Pass     
tiny-dnn                   Pass        Pass    Pass          Pass    Pass     
tinydir                    Pass        Pass    Pass          Pass    Pass     
tinyexif                   Pass        Fail    Pass          Pass    Fail     
tinyexr                    Pass        Pass    Pass          Pass    Pass     
tinythread                 Pass        Pass    Fail          Pass    Pass     
tinytoml                   Pass        Pass    Pass          Pass    Pass     
tinyxml                    Pass        Pass    Fail          Pass    Pass     
tinyxml2                   Pass        Pass    Pass          Pass    Pass     
torch-th                   Pass        Fail    Fail          Fail    Fail     
tre                        Pass        Pass    Pass          Fail    Pass     
unicorn                    Pass        Fail    Fail          Fail    Fail     
unicorn-lib                Fail        Fail    Skip          Fail    Skip     
units                      Pass        Pass    Pass          Pass    Pass     
unittest-cpp               Pass        Fail    Fail          Pass    Pass     
unrar                      Pass        Fail    Fail          Fail    Fail     
urdfdom                    Fail        Skip    Skip          Skip    Skip     
urdfdom-headers            Pass        Pass    Pass          Fail    Fail     
uriparser                  Pass        Pass    Fail          Pass    Pass     
utf8proc                   Pass        Pass    Pass          Pass    Pass     
utfcpp                     Pass        Pass    Pass          Pass    Pass     
utfz                       Pass        Pass    Pass          Pass    Pass     
uvatlas                    Pass        Fail    Fail          Fail    Fail     
uwebsockets                Pass        Skip    Skip          Skip    Skip     
vlpp                       Pass        Fail    Fail          Fail    Fail     
vtk                        Pass        Skip    Skip          Skip    Skip     
websocketpp                Pass        Pass    Skip          Pass    Pass     
wildmidi                   Pass        Pass    Pass          Fail    Fail     
wincrypt                   Pass        Pass    Pass          Fail    Fail     
winpcap                    Pass        Fail    Fail          Fail    Fail     
winsock2                   Pass        Pass    Pass          Fail    Fail     
wt                         Pass        Skip    Skip          Skip    Skip     
wtl                        Pass        Pass    Pass          Pass    Fail     
wxwidgets                  Pass        Skip    Fail          Pass    Fail     
x264                       Pass        Fail    Fail          Fail    Fail     
x265                       Pass        Fail    Fail          Fail    Fail     
xalan-c                    Pass        Skip    Skip          Skip    Skip     
xerces-c                   Pass        Fail    Fail          Fail    Fail     
xlnt                       Pass        Pass    Pass          Pass    Pass     
xxhash                     Pass        Pass    Fail          Pass    Pass     
yaml-cpp                   Pass        Pass    Pass          Pass    Pass     
yara                       Pass        Fail    Skip          Fail    Fail     
yoga                       Fail        Fail    Fail          Fail    Fail     
zeromq                     Pass        Fail    Fail          Pass    Pass     
zlib                       Pass        Pass    Pass          Pass    Pass     
zstd                       Pass        Pass    Pass          Pass    Pass     
zziplib                    Pass        Pass    Pass          Fail    Fail     


